SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,December-30-2021,Condo/Co-op,1501 Commonwealth #309,Boston,MA,02135,850000,2,2.0,Brighton,988,,2015,79,860,432,Sold,,,https://www.redfin.com/MA/Brighton/1501-Commonwealth-Ave-02135/unit-309/home/113225978,MLS PIN,72912841,N,Y,42.3475201,-71.1413703
PAST SALE,March-9-2022,Condo/Co-op,300 Allston St #510,Boston,MA,02135,580000,1,1.0,Brighton,798,798,2002,10,727,465,Sold,,,https://www.redfin.com/MA/Brighton/300-Allston-St-02135/unit-510/home/9320846,MLS PIN,72896709,N,Y,42.3439591,-71.1403026
PAST SALE,March-11-2022,Condo/Co-op,4 Commonwealth Ct #9,Boston,MA,02135,325000,1,1.0,Brighton,465,,1910,8,699,387,Sold,,,https://www.redfin.com/MA/Boston/4-Commonwealth-Ct-02135/unit-9/home/9013811,MLS PIN,72933534,N,Y,42.346408,-71.1403983
PAST SALE,January-27-2022,Condo/Co-op,167 Salisbury #1,Brookline,MA,02445,1657500,3,3.0,Brookline,2765,,1910,51,599,330,Sold,,,https://www.redfin.com/MA/Brookline/167-Salisbury-Rd-02445/unit-1/home/160487188,MLS PIN,72907578,N,Y,42.3386505,-71.1442482
PAST SALE,December-20-2021,Condo/Co-op,2 Sinclair #203,Boston,MA,02134,550000,1,1.0,Allston,584,,2021,89,942,418,Sold,,,https://www.redfin.com/MA/Boston/2-Sinclair-Pl-02134/unit-203/home/177215268,MLS PIN,72920774,N,Y,42.353908,-71.1399501
PAST SALE,,Condo/Co-op,33 Calumet St #2,Boston,MA,02120,593300,4,2.0,,1257,,1900,,472,,,,,https://www.redfin.com/MA/Boston/33-Calumet-St-02120/unit-2/home/21718450,,,N,Y,42.3329083,-71.1056036
PAST SALE,,Condo/Co-op,7 Gem Ave,Brighton,MA,02135,900000,3,2.5,,2075,,2017,,434,,,,,https://www.redfin.com/MA/Brighton/7-Gem-Ave-02135/home/167701368,,,N,Y,42.3456071,-71.15507
PAST SALE,January-28-2022,Single Family Residential,20 Curtis Rd,Milton,MA,02186,620000,3,2.0,Milton,1713,4339,1925,50,362,,Sold,,,https://www.redfin.com/MA/Milton/20-Curtis-Rd-02186/home/8914512,MLS PIN,72864223,N,Y,42.2661864,-71.0930716
PAST SALE,January-12-2022,Multi-Family (2-4 Unit),12 Perkins Ave,Boston,MA,02136,854000,5,2.5,Hyde Park,2263,12055,1900,66,377,,Sold,,,https://www.redfin.com/MA/Boston/12-Perkins-Ave-02136/home/9135889,MLS PIN,72920652,N,Y,42.2552718,-71.1289648
PAST SALE,December-29-2021,Single Family Residential,2 Greenwood Cir,Boston,MA,02136,521000,3,1.5,Hyde Park,1383,9489,1925,80,377,,Sold,,,https://www.redfin.com/MA/Hyde-Park/2-Greenwood-Cir-02136/home/9136326,MLS PIN,72910911,N,Y,42.2647375,-71.1199477
PAST SALE,January-27-2022,Single Family Residential,44 Osceola St,Boston,MA,02136,625000,3,1.5,Hyde Park,1603,5026,1989,51,390,,Sold,,,https://www.redfin.com/MA/HYDE-PARK/44-OSCEOLA-ST-02136/home/9164453,MLS PIN,72906906,N,Y,42.261791,-71.101978
PAST SALE,December-22-2021,Townhouse,11-13 webster #3,Boston,MA,02136,490000,2,2.5,Hyde Park,1129,,2004,87,434,300,Sold,,,https://www.redfin.com/MA/Boston/11-Webster-St-02136/unit-3/home/11739429,MLS PIN,72912067,N,Y,42.257878773763835,-71.12020091626252
PAST SALE,February-9-2022,Condo/Co-op,54 Bryon Rd #1,Boston,MA,02467,325000,1,1.0,Chestnut Hill,625,,1950,38,520,251,Sold,,,https://www.redfin.com/MA/Chestnut-Hill/54-Bryon-Rd-02467/unit-1/home/9204390,MLS PIN,72933140,N,Y,42.3012053,-71.1675672
PAST SALE,January-27-2022,Condo/Co-op,54 Bryon Rd #6,Boston,MA,02467,301000,1,1.0,Chestnut Hill,625,,1950,51,482,298,Sold,,,https://www.redfin.com/MA/Chestnut-Hill/54-Bryon-Rd-02467/unit-6/home/9204398,MLS PIN,72921796,N,Y,42.3012053,-71.1675672
PAST SALE,January-3-2022,Single Family Residential,14 Keith St,Boston,MA,02132,462500,1,1.0,Boston,1061,5000,1956,75,436,,Sold,,,https://www.redfin.com/MA/West-Roxbury/14-Keith-St-02132/home/9210612,MLS PIN,72896661,N,Y,42.2881288,-71.1669342
PAST SALE,February-9-2022,Single Family Residential,139 Dent St,Boston,MA,02132,724900,3,1.0,West Roxbury,1308,6204,1930,38,554,,Sold,,,https://www.redfin.com/MA/West-Roxbury/139-Dent-St-02132/home/9210631,MLS PIN,72923945,N,Y,42.2849079,-71.1648804
PAST SALE,January-31-2022,Single Family Residential,27 Maxfield St,Boston,MA,02132,1090000,5,3.5,Bellevue Hill,3486,4700,1912,47,313,,Sold,,,https://www.redfin.com/MA/West-Roxbury/27-Maxfield-St-02132/home/9211488,MLS PIN,72892549,N,Y,42.2802834,-71.1549473
PAST SALE,February-2-2022,Single Family Residential,41 Cotuit St,Boston,MA,02132,538500,4,2.0,West Roxbury,1550,3800,1920,45,347,,Sold,,,https://www.redfin.com/MA/West-Roxbury/41-Cotuit-St-02132/home/9216558,MLS PIN,72919829,N,Y,42.283104,-71.1710652
PAST SALE,,Condo/Co-op,321 Grove St #321,Boston,MA,02132,150000,2,1.5,,1330,,1983,,113,,,,,https://www.redfin.com/MA/Boston/321-Grove-St-02132/unit-321/home/9221343,,,N,Y,42.258575,-71.156633
PAST SALE,January-18-2022,Single Family Residential,222 Spiers Rd,Newton,MA,02459,2170000,6,5.0,Oak Hill,4346,7003,2021,60,499,,Sold,,,https://www.redfin.com/MA/Newton/222-Spiers-Rd-02459/home/176010350,MLS PIN,72877624,N,Y,42.2927844,-71.1814967
PAST SALE,,Condo/Co-op,10 Dacy St,Boston,MA,02136,553000,3,2.5,,1703,,2004,,325,,,,,https://www.redfin.com/MA/Boston/10-Dacy-St-02136/home/11739891,,,N,Y,42.2494623,-71.1279957
PAST SALE,March-1-2022,Single Family Residential,77 Schiller Rd,Dedham,MA,02026,640000,3,1.5,Dedham,1235,5092,1910,18,518,,Sold,,,https://www.redfin.com/MA/Dedham/77-Schiller-Rd-02026/home/8851740,MLS PIN,72931118,N,Y,42.2560057,-71.1613528
PAST SALE,January-21-2022,Multi-Family (2-4 Unit),1 Harvard Pl,Boston,MA,02129,2542000,4,3.5,Charlestown,3010,1482,1882,57,845,,Sold,,,https://www.redfin.com/MA/Charlestown/1-Harvard-Pl-02129/home/9057337,MLS PIN,72912851,N,Y,42.372302,-71.063519
PAST SALE,,Condo/Co-op,360 Meridian St #9,Boston,MA,02128,701000,1,1.0,,585,,1900,,1198,,,,,https://www.redfin.com/MA/Boston/360-Meridian-St-02128/unit-9/home/9107312,,,N,Y,42.3789568,-71.0394005
PAST SALE,January-26-2022,Condo/Co-op,67 Frankfort #202,Boston,MA,02128,367000,1,1.0,East Boston,546,,1930,52,672,199,Sold,,,https://www.redfin.com/MA/Boston/67-Frankfort-St-02128/unit-202/home/9107639,MLS PIN,72900189,N,Y,42.3705571,-71.0339823
PAST SALE,January-3-2022,Multi-Family (2-4 Unit),101 London St,Boston,MA,02128,810000,10,4.0,East Boston,2761,1085,1910,75,293,,Sold,,,https://www.redfin.com/MA/Boston/101-London-St-02128/home/9112777,MLS PIN,72913751,N,Y,42.3726135,-71.0394543
PAST SALE,December-20-2021,Multi-Family (5+ Unit),142 Gove St,Boston,MA,02128,3525000,15,10.5,East Boston's Jeffries Point,7308,1742,1910,89,482,,Sold,,,https://www.redfin.com/MA/Boston/142-Gove-St-02128/home/9115446,MLS PIN,72867643,N,Y,42.3699518,-71.0338282
PAST SALE,,Condo/Co-op,42 8th St #3317,Charlestown,MA,02129,610000,1,1.5,,934,,1899,,653,,,,,https://www.redfin.com/MA/Charlestown/42-8th-St-02129/unit-3317/home/9327580,,,N,Y,42.3750453,-71.0526553
PAST SALE,January-28-2022,Condo/Co-op,197 Eighth St #806,Boston,MA,02129,1545000,2,2.0,Waterfront,1366,,1989,50,1131,1950,Sold,,,https://www.redfin.com/MA/Boston/197-8th-St-02129/unit-806/home/11833580,MLS PIN,72873770,N,Y,42.3734076,-71.0521911
PAST SALE,February-7-2022,Condo/Co-op,984 Memorial Dr #104,Cambridge,MA,02138,1350000,2,2.0,Harvard Square,1369,,1920,40,986,1659,Sold,,,https://www.redfin.com/MA/Cambridge/984-Memorial-Dr-02138/unit-104/home/12385367,MLS PIN,72908608,N,Y,42.3725683,-71.1251506
PAST SALE,,Condo/Co-op,82 Wordsworth St #82,East Boston,MA,02128,647000,3,2.5,,1563,,2016,,414,,,,,https://www.redfin.com/MA/East-Boston/82-Wordsworth-St-02128/unit-82/home/145285702,,,N,Y,42.3847436,-71.0159985
PAST SALE,February-7-2022,Condo/Co-op,99 Sumner #610,Boston,MA,02128,749900,1,1.0,East Boston,717,,2021,40,1046,542,Sold,,,https://www.redfin.com/MA/Boston/99-Sumner-St-02128/unit-610/home/170668735,MLS PIN,72932922,N,Y,42.3699466,-71.0422541
PAST SALE,March-7-2022,Condo/Co-op,610 Rutherford Ave #301,Boston,MA,02129,830000,2,2.0,Charlestown's Sullivan Square,1267,,2020,12,655,430,Sold,,,https://www.redfin.com/MA/Boston/610-Rutherford-Ave-02129/unit-301/home/172073381,MLS PIN,72939152,N,Y,42.3836428,-71.0738301
PAST SALE,January-26-2022,Condo/Co-op,213-215 Trenton St Unit A,Boston,MA,02128,514000,3,2.5,Boston,1000,,1910,52,514,210,Sold,,,https://www.redfin.com/MA/Boston/213-Trenton-St-02128/unit-A/home/175541657,MLS PIN,72911760,N,Y,42.3807209,-71.031065
PAST SALE,March-15-2022,Condo/Co-op,101 Condor #303,Boston,MA,02128,640000,2,2.0,East Boston,860,860,2022,4,744,285,Sold,,,https://www.redfin.com/MA/East-Boston/101-Condor-St-02128/unit-303/home/177812367,MLS PIN,72931090,N,Y,42.3823563,-71.036289
PAST SALE,March-14-2022,Condo/Co-op,156 Porter St #218,Boston,MA,02128,567000,1,1.0,East Boston's Jeffries Point,755,691,1912,5,751,234,Sold,,,https://www.redfin.com/MA/Boston/156-Porter-St-02128/unit-218/home/11739500,MLS PIN,72939960,N,Y,42.3712864,-71.0324121
PAST SALE,March-18-2022,Multi-Family (5+ Unit),53-55 White St,Boston,MA,02128,1875000,20,8.0,East Boston's Eagle Hill,7840,2243,1992,1,239,,Sold,,,https://www.redfin.com/MA/Boston/53-White-St-02128/home/176687091,MLS PIN,72906406,N,Y,42.3804585,-71.0359373
PAST SALE,March-15-2022,Single Family Residential,16 Yuill Cir,Boston,MA,02136,580000,4,2.5,Boston,3959,7845,2004,4,147,,Sold,,,https://www.redfin.com/MA/Hyde-Park/16-Yuill-Cir-02136/home/9134463,MLS PIN,72932417,N,Y,42.237582,-71.130218
PAST SALE,January-14-2022,Single Family Residential,211 Maple St,Boston,MA,02132,916000,3,1.5,West Roxbury,1768,4887,1914,64,518,,Sold,,,https://www.redfin.com/MA/West-Roxbury/211-Maple-St-02132/home/9205963,MLS PIN,72924180,N,Y,42.2932522,-71.1588463
PAST SALE,February-22-2022,Single Family Residential,10 Wedgemere Rd,Boston,MA,02132,539000,2,1.0,West Roxbury,1296,3403,1920,25,416,,Sold,,,https://www.redfin.com/MA/West-Roxbury/10-Wedgemere-Rd-02132/home/9217843,MLS PIN,72908888,N,Y,42.2719506,-71.1608422
PAST SALE,January-6-2022,Condo/Co-op,562 Lagrange St #1,Boston,MA,02132,535000,2,1.0,West Roxbury,1170,,1920,72,457,230,Sold,,,https://www.redfin.com/MA/West-Roxbury/562-Lagrange-St-02132/unit-1/home/169628080,MLS PIN,72857569,N,Y,42.2851604,-71.1633022
PAST SALE,January-25-2022,Condo/Co-op,5 linda #11,Boston,MA,02125,405000,2,1.0,Dorchester's Savin Hill,794,,1965,53,510,331,Sold,,,https://www.redfin.com/MA/Boston/5-Linda-Ln-02125/unit-1-1/home/9063192,MLS PIN,72926396,N,Y,42.3121686,-71.0512161
PAST SALE,January-31-2022,Single Family Residential,156 Ashmont St,Boston,MA,02124,965000,4,3.5,Boston,2650,5937,1900,47,364,,Sold,,,https://www.redfin.com/MA/Boston/156-Ashmont-St-02124/home/9067353,MLS PIN,72910624,N,Y,42.2856271,-71.0653997
PAST SALE,January-6-2022,Multi-Family (2-4 Unit),25 Magnolia St,Boston,MA,02125,1050000,12,3.0,Dorchester,4044,2567,1920,72,260,,Sold,,,https://www.redfin.com/MA/Boston/25-Magnolia-St-02125/home/9073496,MLS PIN,72896286,N,Y,42.3180587,-71.0703674
PAST SALE,January-31-2022,Multi-Family (2-4 Unit),40 FOX St,Boston,MA,02122,1205000,6,3.0,Dorchester,3375,3440,1905,47,357,,Sold,,,https://www.redfin.com/MA/Boston/40-Fox-St-02122/home/9077678,MLS PIN,72928283,N,Y,42.3059629,-71.0641462
PAST SALE,December-30-2021,Multi-Family (2-4 Unit),8 Whitman St,Boston,MA,02124,630000,5,2.0,Boston,2276,3626,1880,79,277,,Sold,,,https://www.redfin.com/MA/Boston/8-Whitman-St-02124/home/9082790,MLS PIN,72920661,N,Y,42.287587,-71.0770991
PAST SALE,January-11-2022,Single Family Residential,78 Leonard St,Boston,MA,02122,533500,4,3.0,Dorchester's Fields Corner,1373,1520,1890,67,389,,Sold,,,https://www.redfin.com/MA/Boston/78-Leonard-St-02122/home/9085464,MLS PIN,72914470,N,Y,42.302268,-71.0567064
PAST SALE,February-7-2022,Single Family Residential,90 Grampian Way,Boston,MA,02125,1310000,4,2.5,Dorchester's Savin Hill,1858,4153,1908,40,705,,Sold,,,https://www.redfin.com/MA/Dorchester/90-Grampian-Way-02125/home/9090362,MLS PIN,72915643,N,Y,42.3115269,-71.0475714
PAST SALE,February-25-2022,Condo/Co-op,204 Fuller #0,Boston,MA,02124,575000,3,1.0,Dorchester,1300,,1920,22,442,250,Sold,,,https://www.redfin.com/MA/Boston/204-Fuller-St-02124/home/9094850,MLS PIN,72932765,N,Y,42.2809901,-71.0751185
PAST SALE,February-28-2022,Single Family Residential,66 W Selden,Boston,MA,02126,578000,3,2.5,Mattapan,1620,5613,1934,19,357,,Sold,,,https://www.redfin.com/MA/Mattapan/66-W-Selden-St-02126/home/9153595,MLS PIN,72923625,N,Y,42.2785443,-71.0846664
PAST SALE,December-22-2021,Single Family Residential,59 Cedar St,Boston,MA,02126,450000,5,2.0,Boston,1884,6921,1910,87,239,,Sold,,,https://www.redfin.com/MA/Mattapan/59-Cedar-St-02126/home/9159907,MLS PIN,72780599,N,Y,42.273877,-71.0756135
PAST SALE,January-20-2022,Condo/Co-op,9 Wichita Ter #1,Boston,MA,02126,356000,3,1.0,Boston,770,770,1970,58,462,200,Sold,,,https://www.redfin.com/MA/Boston/9-Wichita-Ter-02126/unit-1/home/9318678,MLS PIN,72921314,N,Y,42.2723681,-71.0706919
PAST SALE,January-10-2022,Condo/Co-op,17 Victoria St #3,Boston,MA,02125,513000,3,1.0,Dorchester's Savin Hill,1301,,1905,68,394,200,Sold,,,https://www.redfin.com/MA/Boston/17-Victoria-St-02125/unit-3/home/9319516,MLS PIN,72910120,N,Y,42.3159311,-71.0583428
PAST SALE,January-21-2022,Multi-Family (2-4 Unit),73 Barry St,Boston,MA,02125,760000,6,3.0,Dorchester,2736,2700,1900,57,278,,Sold,,,https://www.redfin.com/MA/Boston/73-Barry-St-02125/home/11504791,MLS PIN,72895299,N,Y,42.3078589,-71.0698103
PAST SALE,December-22-2021,Condo/Co-op,81 Homes Unit 1,Boston,MA,02122,534900,2,2.5,Dorchester,1074,,1900,87,498,150,Sold,,,https://www.redfin.com/MA/Boston/81-Homes-Ave-02122/unit-1/home/11837891,MLS PIN,72902496,N,Y,42.3030357,-71.0676746
PAST SALE,January-20-2022,Condo/Co-op,5-7 Bearse Ave #3,Boston,MA,02124,490000,2,1.0,Dorchester's Lower Mills,820,,1905,58,598,225,Sold,,,https://www.redfin.com/MA/Dorchester-Center/5-Bearse-Ave-02124/unit-3/home/12431367,MLS PIN,72920854,N,Y,42.2708439,-71.063635
PAST SALE,January-3-2022,Condo/Co-op,73 Dix St #3,Boston,MA,02122,680000,2,2.0,Dorchester,1314,,2019,75,518,268,Sold,,,https://www.redfin.com/MA/Dorchester/73-Dix-St-02122/unit-3/home/166803071,MLS PIN,72914144,N,Y,42.2956587,-71.0582035
PAST SALE,January-5-2022,Condo/Co-op,38 Neponset #1,Boston,MA,02122,483000,2,1.0,Dorchester's Neponset,1160,,1910,73,416,200,Sold,,,https://www.redfin.com/MA/Dorchester/38-Neponset-Ave-02122/unit-1/home/167702707,MLS PIN,72916123,N,Y,42.2964783,-71.0549535
PAST SALE,December-22-2021,Townhouse,14 Lena Ter #2,Boston,MA,02126,660000,4,3.0,Mattapan,3100,,2021,87,213,350,Sold,,,https://www.redfin.com/MA/Boston/14-Lena-Ter-02126/unit-2/home/174433491,MLS PIN,72785349,N,Y,42.2778996,-71.0853432
PAST SALE,March-10-2022,Condo/Co-op,251 Minot St #4,Boston,MA,02124,805000,2,2.0,Dorchester,1303,,2021,9,618,250,Sold,,,https://www.redfin.com/MA/Boston/251-Minot-St-02124/unit-4/home/175989149,MLS PIN,72895678,N,Y,42.2837345,-71.0580178
PAST SALE,February-28-2022,Condo/Co-op,23-25 Bowdoin Ave #4,Boston,MA,02121,609000,2,2.5,Dorchester,1417,12000,2020,19,430,271,Sold,,,https://www.redfin.com/MA/Boston/25-Bowdoin-Ave-02121/unit-4/home/176484188,MLS PIN,72827664,N,Y,42.3018264,-71.0760345
PAST SALE,January-14-2022,Condo/Co-op,64 Brent St #3,Boston,MA,02124,480000,3,1.0,Dorchester,1375,,1905,64,349,171,Sold,,,https://www.redfin.com/MA/Boston/64-Brent-St-02124/unit-3/home/177201066,MLS PIN,72920252,N,Y,42.2898354,-71.068278
PAST SALE,February-28-2022,Multi-Family (2-4 Unit),16 Woodcliff St,Boston,MA,02125,855000,8,3.0,Boston,3078,1933,1905,19,278,,Sold,,,https://www.redfin.com/MA/Boston/16-Woodcliff-St-02125/home/9064746,MLS PIN,72930856,N,Y,42.3161665,-71.0771472
PAST SALE,December-30-2021,Condo/Co-op,68 Telegraph St #1,Boston,MA,02127,579000,2,1.0,South Boston's Dorchester Heights,805,805,1900,79,719,190,Sold,,,https://www.redfin.com/MA/Boston/68-Telegraph-St-02127/unit-1/home/9190809,MLS PIN,72898932,N,Y,42.3331223,-71.0477805
PAST SALE,December-31-2021,Multi-Family (2-4 Unit),737 E 7Th St,Boston,MA,02127,2275000,7,6.5,South Boston,4000,3125,1905,78,569,,Sold,,,https://www.redfin.com/MA/Boston/737-E-7th-St-02127/home/9191872,MLS PIN,72903562,N,Y,42.3322117,-71.0306245
PAST SALE,December-21-2021,Condo/Co-op,274 W 5Th St #3,Boston,MA,02127,610000,2,1.0,Boston,642,642,1890,88,950,143,Sold,,,https://www.redfin.com/MA/Boston/274-W-Fifth-St-02127/unit-3/home/9298863,MLS PIN,72920982,N,Y,42.3352049,-71.0486336
PAST SALE,,Condo/Co-op,528 E 7th St #1,Boston,MA,02127,585000,1,1.5,,1000,,1900,,585,,,,,https://www.redfin.com/MA/Boston/528-E-7th-St-02127/unit-1/home/12384476,,,N,Y,42.3323375,-71.0393151
PAST SALE,March-4-2022,Condo/Co-op,202-206 K St #3,Boston,MA,02127,440000,1,1.0,South Boston,530,,1899,15,830,233,Sold,,,https://www.redfin.com/MA/Boston/202-K-St-02127/unit-3/home/21719102,MLS PIN,72877110,N,Y,42.3363822,-71.0372524
PAST SALE,January-12-2022,Condo/Co-op,133-135 M St #1,Boston,MA,02127,735000,2,1.5,Boston,825,825,1890,66,891,190,Sold,,,https://www.redfin.com/MA/Boston/133-M-St-02127/unit-1/home/39913325,MLS PIN,72925742,N,Y,42.3335239,-71.0335168
PAST SALE,February-24-2022,Condo/Co-op,137 Dorchester St Unit 2D,Boston,MA,02127,455000,1,1.0,South Boston,549,549,1930,23,829,242,Sold,,,https://www.redfin.com/MA/Boston/137-Dorchester-St-02127/unit-2D/home/49750154,MLS PIN,72899596,N,Y,42.3347593,-71.047519
PAST SALE,December-30-2021,Condo/Co-op,480-482 E 4th #3,Boston,MA,02127,1140000,2,2.5,South Boston,1378,,1899,79,827,209,Sold,,,https://www.redfin.com/MA/Boston/480-E-4th-St-02127/unit-3/home/145285791,MLS PIN,72908477,N,Y,42.3346855,-71.0458631
PAST SALE,February-16-2022,Condo/Co-op,14 W Broadway #704,Boston,MA,02127,660000,1,1.0,South Boston,732,,2018,31,902,692,Sold,,,https://www.redfin.com/MA/Boston/14-W-Broadway-02127/unit-704/home/171788303,MLS PIN,72833784,N,Y,42.3429983,-71.0567221
PAST SALE,March-10-2022,Condo/Co-op,665 E 6Th St #2,Boston,MA,02127,830000,3,2.0,South Boston,1114,,1900,9,745,250,Sold,,,https://www.redfin.com/MA/Boston/665-E-6th-St-02127/unit-2/home/137723102,MLS PIN,72935236,N,Y,42.3329907,-71.0338852
PAST SALE,February-23-2022,Condo/Co-op,340 W 2ND St Unit 16B,Boston,MA,02127,980000,2,2.0,Boston,1165,12610,2020,24,841,221,Sold,,,https://www.redfin.com/MA/Boston/340-W-2nd-St-02127/unit-16B/home/174972297,MLS PIN,72817157,N,Y,42.338786,-71.0467604
PAST SALE,February-18-2022,Condo/Co-op,420 W Broadway #306,Boston,MA,02127,954500,2,2.0,South Boston,968,,2020,29,986,380,Sold,,,https://www.redfin.com/MA/Boston/420-W-Broadway-02127/unit-306/home/175036534,MLS PIN,72917596,N,Y,42.3367402,-71.0472232
PAST SALE,March-8-2022,Condo/Co-op,300 Pier 4 Blvd Unit 4-L,Boston,MA,02210,1640000,1,1.5,Seaport District,969,,2019,11,1692,1349,Sold,,,https://www.redfin.com/MA/Boston/300-4-Blvd-02210/unit-4L/home/175645117,MLS PIN,72921410,N,Y,42.3525898,-71.0423249
PAST SALE,,Multi-Family (2-4 Unit),51 Jeffries St,Boston,MA,02128,1300000,5,3.0,,1775,1307,1900,,732,,,,,https://www.redfin.com/MA/Boston/51-Jeffries-St-02128/home/9111618,,,N,Y,42.3642329,-71.0301587
PAST SALE,January-21-2022,Condo/Co-op,75 Fulton #11,Boston,MA,02109,794000,1,1.5,Waterfront,1028,,1900,57,772,240,Sold,,,https://www.redfin.com/MA/Boston/75-Fulton-St-02109/unit-11/home/9268032,MLS PIN,72892883,N,Y,42.3618279,-71.053375
PAST SALE,February-15-2022,Condo/Co-op,40 Commercial Wharf #40,Boston,MA,02110,1420000,2,2.0,Waterfront,1123,1123,1899,32,1264,685,Sold,,,https://www.redfin.com/MA/Boston/40-Commercial-Wharf-02110/unit-40/home/21719842,MLS PIN,72853501,N,Y,42.362358,-71.0507754
PAST SALE,March-2-2022,Condo/Co-op,10-16 Everett St #204,Boston,MA,02128,695000,2,2.0,East Boston's Jeffries Point,1060,99999999,2021,17,656,450,Sold,,,https://www.redfin.com/MA/East-Boston/10-Everett-St-02128/unit-204/home/175028225,MLS PIN,72890752,N,Y,42.3686225,-71.0370681
PAST SALE,January-24-2022,Condo/Co-op,4 Everett Pl #2,Boston,MA,02128,660000,2,2.5,East Boston's Jeffries Point,939,,1900,54,703,238,Sold,,,https://www.redfin.com/MA/Boston/4-Everett-Pl-02128/unit-2/home/176139001,MLS PIN,72912917,N,Y,42.3657667,-71.0300174
PAST SALE,January-20-2022,Condo/Co-op,70 Phillips #8,Boston,MA,02114,521000,1,1.0,Beacon Hill,470,,1800,58,1109,296,Sold,,,https://www.redfin.com/MA/Boston/70-Phillips-St-02114/unit-8/home/9236798,MLS PIN,72911494,N,Y,42.3602264,-71.0692241
PAST SALE,February-11-2022,Single Family Residential,2 Strong Pl,Boston,MA,02114,3300000,4,4.0,Beacon Hill,2129,740,1850,36,1550,,Sold,,,https://www.redfin.com/MA/Boston/2-Strong-Pl-02114/home/9257462,MLS PIN,72915634,N,Y,42.3607559,-71.0683362
PAST SALE,,Condo/Co-op,265 Dartmouth St Unit 1K,Boston,MA,02116,830000,1,1.0,,702,,1885,,1182,,,,,https://www.redfin.com/MA/Boston/265-Dartmouth-St-02116/unit-1K/home/9264486,,,N,Y,42.3507559,-71.0772773
PAST SALE,January-11-2022,Condo/Co-op,21 Beacon St Unit 5K,Boston,MA,02108,400000,0,1.0,Boston,262,262,1899,67,1527,233,Sold,,,https://www.redfin.com/MA/Boston/21-Beacon-St-02108/unit-5K/home/9276820,MLS PIN,72891819,N,Y,42.3581971,-71.0623515
PAST SALE,March-4-2022,Condo/Co-op,21 Beacon Unit 6S,Boston,MA,02108,565000,1,1.0,Beacon Hill,508,,1899,15,1112,495,Sold,,,https://www.redfin.com/MA/Boston/21-Beacon-St-02108/unit-6S/home/9276876,MLS PIN,72931271,N,Y,42.3581971,-71.0623515
PAST SALE,,Condo/Co-op,43 Union Park #3,Boston,MA,02118,2850000,2,1.5,,1943,,1850,,1467,,,,,https://www.redfin.com/MA/Boston/43-Union-Park-02118/unit-3/home/9281943,,,N,Y,42.3433967,-71.0716789
PAST SALE,December-30-2021,Single Family Residential,3 Claremont St,Boston,MA,02118,2375000,4,3.0,South End,2473,1079,1880,79,960,,Sold,,,https://www.redfin.com/MA/Boston/3-Claremont-St-02118/home/9283472,MLS PIN,72872374,N,Y,42.3426987,-71.0814339
PAST SALE,December-30-2021,Multi-Family (2-4 Unit),140 W Newton St,Boston,MA,02118,3122500,4,3.0,South End,3387,1615,1850,79,922,,Sold,,,https://www.redfin.com/MA/Boston/140-W-Newton-St-02118/home/9284552,MLS PIN,72822200,N,Y,42.3420971,-71.0775518
PAST SALE,January-7-2022,Single Family Residential,1 A Leslie Park,Boston,MA,02119,610000,3,2.5,Roxbury,1869,1925,1890,71,326,,Sold,,,https://www.redfin.com/MA/Boston/1-Leslie-Park-02119/home/9293217,MLS PIN,72918182,N,Y,42.321952,-71.0857806
PAST SALE,January-11-2022,Condo/Co-op,1 Huntington Ave #313,Boston,MA,02116,1100000,1,1.0,Back Bay,783,,1999,67,1405,789,Sold,,,https://www.redfin.com/MA/Boston/1-Huntington-Ave-02116/unit-313/home/9303783,MLS PIN,72919514,N,Y,42.3486982,-71.0782134
PAST SALE,,Condo/Co-op,34 1/2 Beacon St #1,Boston,MA,02108,3644615,2,2.5,,2400,,1899,,1519,,,,,https://www.redfin.com/MA/Boston/34-1-2-Beacon-St-02108/unit-1/home/9304311,,,N,Y,42.3573003,-71.0652004
PAST SALE,February-2-2022,Condo/Co-op,1 Avery St Unit 17A,Boston,MA,02111,1460000,2,2.5,Boston,1511,1511,2000,45,966,2227,Sold,,,https://www.redfin.com/MA/Boston/1-Avery-St-02111/unit-17A/home/9312473,MLS PIN,72849491,N,Y,42.3533241,-71.0628612
PAST SALE,January-27-2022,Condo/Co-op,70-72 Northampton #405,Boston,MA,02118,525000,0,1.0,South End,773,,1899,51,679,470,Sold,,,https://www.redfin.com/MA/Boston/70-Northampton-St-02118/unit-405/home/9320736,MLS PIN,72902353,N,Y,42.3347277,-71.076312
